wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,buggy,Accuracy Prediction,Accuracy Prob,fMeasure Prediction,fMeasure Prob,gMean Prediction,gMean Prob,Function to be selected
2.0,4.0,0.0,10.0,10.0,1.0,0.0,10.0,2.0,2.0,30.0,0.0,0.0,0.989691,0.6,2,4,14.0,1.0,0.5,True,True,1.0,True,1.0,True,1.0,Accuracy
11.0,1.0,1.0,2.0,20.0,53.0,2.0,1.0,0.0,0.9,90.0,1.0,0.0,0.0,0.4,0,0,7.090909,2.0,0.9091,True,True,1.0,True,1.0,True,1.0,Accuracy
1.0,2.0,0.0,8.0,2.0,0.0,3.0,5.0,1.0,2.0,10.0,0.0,0.0,0.0,1.0,0,0,9.0,0.0,0.0,True,True,0.8,True,1.0,True,1.0,Accuracy
20.0,2.0,0.0,42.0,46.0,184.0,19.0,30.0,19.0,2.0,630.0,0.0,0.0,0.6346149999999999,0.230769,2,4,30.5,16.0,2.25,True,True,1.0,True,1.0,True,1.0,Accuracy
5.0,1.0,0.0,11.0,22.0,0.0,1.0,10.0,4.0,0.166667,153.0,1.0,0.0,0.0,0.4,0,0,29.0,2.0,1.0,True,True,1.0,True,1.0,True,1.0,Accuracy
8.0,1.0,0.0,14.0,69.0,12.0,0.0,14.0,6.0,0.7460319999999999,616.0,1.0,1.0,0.0,0.270833,0,0,74.875,16.0,4.0,True,True,1.0,True,1.0,True,1.0,Accuracy
5.0,2.0,0.0,5.0,12.0,0.0,1.0,4.0,4.0,0.0,34.0,0.0,0.0,0.75,0.4,0,0,5.6,1.0,0.8,True,True,1.0,True,1.0,True,1.0,Accuracy
21.0,1.0,0.0,10.0,66.0,172.0,4.0,7.0,0.0,0.9,681.0,0.611111,1.0,0.0,0.341667,0,0,30.571429,7.0,1.619,True,True,1.0,True,0.9,True,1.0,Accuracy
5.0,2.0,0.0,1.0,18.0,10.0,1.0,0.0,5.0,1.25,108.0,0.0,0.0,0.8888889999999999,0.6,1,2,20.4,4.0,1.8,True,True,1.0,True,1.0,True,1.0,Accuracy
10.0,2.0,0.0,3.0,15.0,5.0,1.0,3.0,10.0,0.555556,65.0,1.0,1.0,0.590909,0.35,1,6,5.3,2.0,1.0,True,True,1.0,True,1.0,True,1.0,Accuracy
8.0,3.0,0.0,26.0,58.0,6.0,3.0,25.0,7.0,0.809524,314.0,1.0,3.0,0.8955219999999999,0.3,2,5,37.5,9.0,2.5,True,True,1.0,True,1.0,True,1.0,Accuracy
29.0,1.0,0.0,23.0,44.0,0.0,22.0,1.0,21.0,0.651786,1651.0,0.0625,1.0,0.0,0.242063,0,0,55.37931,11.0,3.0,True,True,1.0,True,1.0,True,1.0,Accuracy
2.0,5.0,0.0,5.0,8.0,1.0,0.0,5.0,2.0,2.0,35.0,0.0,0.0,0.982456,0.75,1,6,16.0,1.0,0.5,True,True,1.0,True,1.0,True,1.0,Accuracy
35.0,3.0,0.0,14.0,77.0,323.0,8.0,7.0,35.0,0.6176470000000001,572.0,0.5,0.0,0.859649,0.234921,0,0,15.285714000000002,16.0,2.0286,True,True,1.0,True,1.0,True,1.0,Accuracy
44.0,3.0,0.0,9.0,97.0,742.0,3.0,6.0,40.0,0.8837209999999999,695.0,1.0,0.0,0.730263,0.148601,2,13,14.772727,2.0,0.9545,True,True,1.0,True,1.0,True,1.0,Accuracy
1.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,0,0,3.0,0.0,0.0,True,True,1.0,True,1.0,True,1.0,Accuracy
4.0,3.0,0.0,1.0,15.0,6.0,0.0,1.0,3.0,1.333333,4270.0,0.0,0.0,0.9268290000000001,0.333333,0,0,1005.75,2.0,1.0,True,True,1.0,True,1.0,True,1.0,Accuracy
5.0,1.0,0.0,6.0,9.0,0.0,5.0,1.0,1.0,1.194444,85.0,0.296296,1.0,0.0,0.733333,0,0,10.6,3.0,1.6,True,True,0.9,True,1.0,True,1.0,Accuracy
4.0,3.0,2.0,18.0,15.0,6.0,18.0,0.0,3.0,1.333333,4489.0,0.0,0.0,0.9268290000000001,0.333333,0,0,1057.75,2.0,1.0,True,True,1.0,True,1.0,True,1.0,Accuracy
2.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,229.0,0.0,0.0,0.974359,1.0,0,0,113.5,1.0,0.5,True,True,1.0,True,1.0,True,1.0,Accuracy
4.0,3.0,0.0,1.0,15.0,6.0,0.0,1.0,3.0,1.333333,4270.0,0.0,0.0,0.9268290000000001,0.333333,0,0,1005.75,2.0,1.0,True,True,1.0,True,1.0,True,1.0,Accuracy
5.0,3.0,0.0,21.0,33.0,0.0,2.0,20.0,4.0,0.416667,237.0,1.0,1.0,0.933333,0.333333,2,6,45.8,4.0,2.0,True,True,1.0,True,1.0,True,1.0,Accuracy
2.0,4.0,0.0,10.0,10.0,1.0,0.0,10.0,2.0,2.0,26.0,0.0,0.0,0.989691,0.6,2,4,12.0,1.0,0.5,True,True,1.0,True,1.0,True,1.0,Accuracy
11.0,3.0,0.0,11.0,19.0,35.0,7.0,6.0,11.0,0.875,86.0,0.75,3.0,0.951456,0.272727,2,6,6.4545449999999995,1.0,0.9091,True,True,1.0,True,1.0,True,1.0,Accuracy
9.0,2.0,0.0,9.0,23.0,36.0,9.0,9.0,0.0,2.0,82.0,0.0,0.0,0.529412,0.44444399999999995,0,0,8.111111,1.0,0.8889,True,True,1.0,True,1.0,True,1.0,Accuracy
2.0,4.0,0.0,5.0,7.0,1.0,0.0,5.0,2.0,2.0,518.0,0.0,0.0,0.97619,1.0,0,0,258.0,1.0,0.5,True,True,1.0,True,1.0,True,1.0,Accuracy
2.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,374.0,0.0,0.0,0.974359,1.0,0,0,186.0,1.0,0.5,True,True,1.0,True,1.0,True,1.0,Accuracy
2.0,6.0,0.0,5.0,12.0,1.0,0.0,5.0,2.0,2.0,71.0,0.0,0.0,0.984615,0.75,1,6,34.0,1.0,0.5,True,True,1.0,True,1.0,True,1.0,Accuracy
3.0,2.0,2.0,5.0,4.0,3.0,4.0,1.0,3.0,2.0,10.0,0.0,0.0,0.942857,1.0,0,0,2.333333,1.0,0.6667,True,True,1.0,True,1.0,True,1.0,Accuracy
5.0,4.0,0.0,9.0,31.0,2.0,2.0,7.0,4.0,0.5625,152.0,0.75,1.0,0.981308,0.4,1,2,28.6,1.0,0.8,True,True,1.0,True,1.0,True,1.0,Accuracy
6.0,1.0,0.0,3.0,16.0,0.0,1.0,2.0,4.0,0.0,62.0,1.0,0.0,0.0,0.6,0,0,9.166667,3.0,1.3333,True,True,1.0,True,1.0,True,1.0,Accuracy
3.0,1.0,0.0,5.0,12.0,0.0,4.0,1.0,3.0,0.5,133.0,0.0,0.0,0.0,0.555556,0,0,42.0,1.0,0.6667,True,True,1.0,True,1.0,True,1.0,Accuracy
11.0,1.0,1.0,2.0,20.0,53.0,2.0,1.0,0.0,0.9,90.0,1.0,0.0,0.0,0.4,0,0,7.090909,2.0,0.9091,True,True,1.0,True,1.0,True,1.0,Accuracy
2.0,4.0,0.0,1.0,3.0,1.0,0.0,1.0,2.0,2.0,1009.0,0.0,0.0,0.975,1.0,0,0,503.5,1.0,0.5,True,True,1.0,True,1.0,True,1.0,Accuracy
10.0,6.0,0.0,30.0,48.0,1.0,2.0,28.0,10.0,0.518519,302.0,1.0,2.0,0.925234,0.24285700000000002,4,5,28.9,8.0,1.6,True,True,1.0,True,1.0,True,1.0,Accuracy
2.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,374.0,0.0,0.0,0.974359,1.0,0,0,186.0,1.0,0.5,True,True,1.0,True,1.0,True,1.0,Accuracy
3.0,4.0,0.0,8.0,16.0,3.0,1.0,8.0,3.0,1.5,177.0,0.0,0.0,0.9759040000000001,0.583333,2,12,57.666667000000004,1.0,0.6667,True,True,1.0,True,1.0,True,1.0,Accuracy
4.0,4.0,0.0,9.0,16.0,6.0,3.0,6.0,4.0,1.083333,64.0,0.75,1.0,0.9863639999999999,0.625,3,7,14.0,1.0,0.75,True,True,1.0,True,1.0,True,1.0,Accuracy
3.0,4.0,0.0,36.0,5.0,0.0,36.0,0.0,3.0,0.75,23.0,0.5,0.0,0.9444440000000001,0.666667,0,0,6.0,1.0,0.3333,True,True,1.0,True,1.0,True,1.0,Accuracy
6.0,4.0,0.0,18.0,22.0,15.0,7.0,11.0,6.0,1.1,88.0,0.0,0.0,0.9819,0.375,3,8,13.333332999999998,1.0,0.6667,True,True,1.0,True,1.0,True,1.0,Accuracy
7.0,4.0,0.0,12.0,18.0,0.0,3.0,10.0,6.0,0.666667,157.0,0.0,1.0,0.931034,0.367347,3,16,21.142857,2.0,1.0,True,True,1.0,True,1.0,True,1.0,Accuracy
18.0,3.0,1.0,21.0,43.0,55.0,5.0,16.0,17.0,0.623529,276.0,0.8,2.0,0.8255809999999999,0.201389,2,23,14.055556,9.0,1.6111,True,True,1.0,True,1.0,True,1.0,Accuracy
13.0,2.0,0.0,6.0,31.0,14.0,0.0,6.0,12.0,0.583333,268.0,1.0,4.0,0.541667,0.307692,1,8,19.076923,3.0,1.4615,True,True,1.0,True,1.0,True,1.0,Accuracy
2.0,4.0,0.0,6.0,15.0,1.0,0.0,6.0,2.0,2.0,74.0,0.0,0.0,0.979592,0.75,1,6,35.5,1.0,0.5,True,True,1.0,True,1.0,True,1.0,Accuracy
2.0,4.0,0.0,6.0,10.0,1.0,0.0,6.0,2.0,2.0,31.0,0.0,0.0,0.979592,0.75,1,6,14.0,1.0,0.5,True,True,1.0,True,1.0,True,1.0,Accuracy
44.0,1.0,0.0,14.0,94.0,830.0,4.0,10.0,1.0,0.967009,2030.0,0.16279100000000002,2.0,0.0,0.328165,0,0,44.159091,19.0,1.5227,True,True,1.0,True,1.0,True,1.0,Accuracy
9.0,2.0,0.0,6.0,25.0,0.0,1.0,5.0,8.0,0.513889,445.0,1.0,2.0,0.6190479999999999,0.361111,1,6,47.444444,6.0,3.1111,True,True,1.0,True,1.0,True,1.0,Accuracy
39.0,4.0,0.0,18.0,119.0,617.0,1.0,18.0,30.0,0.870813,1670.0,0.545455,1.0,0.712121,0.14285699999999998,2,17,41.538462,42.0,4.6667,True,True,1.0,True,1.0,True,1.0,Accuracy
111.0,1.0,0.0,13.0,150.0,5301.0,0.0,13.0,97.0,0.944318,1851.0,0.708333,8.0,0.0,0.11988599999999999,0,0,15.459458999999999,10.0,1.5315,True,True,1.0,True,1.0,True,1.0,Accuracy
12.0,3.0,0.0,37.0,50.0,0.0,1.0,36.0,11.0,0.333333,835.0,1.0,2.0,0.8658540000000001,0.23809499999999997,2,8,68.333333,18.0,3.25,True,True,1.0,True,1.0,True,1.0,Accuracy
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,True,True,1.0,True,1.0,True,1.0,Accuracy
8.0,6.0,0.0,26.0,43.0,0.0,1.0,25.0,8.0,0.28571399999999997,253.0,1.0,2.0,0.9339620000000001,0.25,4,5,30.375,8.0,1.75,True,True,1.0,True,1.0,True,1.0,Accuracy
19.0,2.0,0.0,41.0,47.0,151.0,18.0,27.0,17.0,1.0,286.0,0.0,0.0,0.647059,0.24736799999999998,2,4,14.0,4.0,1.3158,True,True,1.0,True,1.0,True,1.0,Accuracy
2.0,1.0,1.0,3.0,4.0,1.0,3.0,0.0,2.0,2.0,9.0,0.0,0.0,0.0,0.75,0,0,3.5,1.0,0.5,True,True,1.0,True,1.0,True,1.0,Accuracy
3.0,2.0,0.0,3.0,5.0,3.0,1.0,2.0,0.0,2.0,18.0,0.0,0.0,0.5,0.555556,0,0,5.0,2.0,1.0,False,False,0.0,False,0.0,False,0.1,Accuracy
6.0,1.0,0.0,1.0,16.0,0.0,0.0,1.0,5.0,0.733333,88.0,1.0,0.0,0.0,0.333333,0,0,13.166667000000002,1.0,0.6667,True,True,1.0,True,1.0,True,1.0,Accuracy
10.0,1.0,0.0,48.0,10.0,45.0,42.0,6.0,10.0,2.0,10.0,0.0,0.0,0.0,0.24285700000000002,0,0,0.0,1.0,1.0,True,True,1.0,True,1.0,True,1.0,Accuracy
93.0,1.0,2.0,5.0,94.0,4278.0,2.0,3.0,87.0,1.0108700000000002,388.0,1.0,0.0,0.0,0.099164,0,0,3.16129,1.0,0.9892,True,True,1.0,True,1.0,True,1.0,Accuracy
14.0,1.0,20.0,22.0,21.0,53.0,20.0,2.0,12.0,0.794872,166.0,1.0,0.0,0.0,0.404762,0,0,10.428571,5.0,1.4286,True,True,1.0,True,1.0,True,1.0,Accuracy
4.0,4.0,0.0,17.0,17.0,0.0,0.0,17.0,4.0,0.666667,84.0,1.0,2.0,0.9696969999999999,0.375,3,8,19.5,2.0,1.0,True,True,1.0,True,1.0,True,1.0,Accuracy
2.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,1243.0,0.0,0.0,0.974359,1.0,0,0,620.5,1.0,0.5,True,True,1.0,True,1.0,True,1.0,Accuracy
7.0,3.0,4.0,9.0,15.0,0.0,4.0,6.0,6.0,0.666667,122.0,0.5,1.0,0.970297,0.428571,0,0,16.142857,2.0,1.0,True,True,1.0,True,1.0,True,1.0,Accuracy
9.0,5.0,4.0,12.0,23.0,6.0,5.0,8.0,8.0,0.75,125.0,0.0,1.0,0.875,0.355556,4,15,12.666667,6.0,1.7778,True,True,1.0,True,1.0,True,1.0,Accuracy
3.0,1.0,0.0,13.0,19.0,3.0,1.0,13.0,3.0,2.0,207.0,0.0,0.0,0.0,0.44444399999999995,0,0,68.0,11.0,5.3333,True,True,1.0,True,1.0,True,1.0,Accuracy
21.0,1.0,0.0,18.0,73.0,102.0,3.0,17.0,9.0,0.725,942.0,0.75,4.0,0.0,0.180952,0,0,43.47619,19.0,3.1905,True,True,1.0,True,1.0,True,1.0,Accuracy
6.0,5.0,0.0,2.0,11.0,15.0,1.0,1.0,6.0,1.2,35.0,0.0,0.0,1.0,0.625,0,0,4.6666669999999995,0.0,0.0,True,True,1.0,True,1.0,True,1.0,Accuracy
2.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,1243.0,0.0,0.0,0.974359,1.0,0,0,620.5,1.0,0.5,True,True,1.0,True,1.0,True,1.0,Accuracy
5.0,3.0,0.0,8.0,12.0,8.0,1.0,7.0,5.0,0.875,60.0,0.5,0.0,0.9047620000000001,0.4,1,6,10.6,2.0,1.0,True,True,1.0,True,1.0,True,1.0,Accuracy
111.0,2.0,1.0,21.0,136.0,6045.0,5.0,18.0,110.0,0.9685309999999999,842.0,0.769231,3.0,0.47087399999999996,0.144156,0,0,6.468468,4.0,1.1622,True,True,1.0,True,1.0,True,1.0,Accuracy
27.0,2.0,3.0,8.0,49.0,209.0,4.0,4.0,22.0,0.711538,353.0,1.0,1.0,0.783784,0.171717,1,7,11.925925999999999,3.0,1.0,True,True,1.0,True,1.0,True,1.0,Accuracy
14.0,3.0,0.0,24.0,39.0,23.0,13.0,13.0,13.0,0.8,256.0,0.0,0.0,0.7450979999999999,0.198413,2,9,16.928570999999998,3.0,1.5,True,True,1.0,True,1.0,True,1.0,Accuracy
2.0,4.0,0.0,8.0,11.0,1.0,0.0,8.0,2.0,2.0,45.0,0.0,0.0,0.979592,0.75,1,6,21.0,1.0,0.5,True,True,1.0,True,1.0,True,1.0,Accuracy
8.0,2.0,0.0,2.0,14.0,0.0,1.0,1.0,8.0,0.14285699999999998,68.0,1.0,0.0,0.65,0.325,1,2,7.375,1.0,0.875,True,True,1.0,True,1.0,True,1.0,Accuracy
2.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,1243.0,0.0,0.0,0.974359,1.0,0,0,620.5,1.0,0.5,True,True,1.0,True,1.0,True,1.0,Accuracy
19.0,1.0,0.0,11.0,51.0,37.0,4.0,9.0,9.0,0.671296,464.0,0.916667,2.0,0.0,0.171717,0,0,22.789474,1.0,0.7895,True,True,1.0,True,1.0,True,1.0,Accuracy
1.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,1.0,2.0,6.0,0.0,0.0,1.0,1.0,0,0,4.0,0.0,0.0,True,True,1.0,True,1.0,True,0.8,Accuracy
16.0,1.0,3.0,7.0,42.0,106.0,4.0,3.0,7.0,0.805797,856.0,0.8260870000000001,3.0,0.0,0.237037,0,0,51.0625,16.0,3.5625,True,True,1.0,True,1.0,True,1.0,Accuracy
2.0,4.0,0.0,10.0,17.0,1.0,0.0,10.0,2.0,2.0,88.0,0.0,0.0,0.979592,0.75,2,7,42.5,1.0,0.5,True,True,1.0,True,1.0,True,1.0,Accuracy
21.0,1.0,2.0,52.0,28.0,190.0,44.0,10.0,19.0,0.985,112.0,0.4,1.0,0.0,0.1625,0,0,3.857143,1.0,0.9048,True,True,1.0,True,1.0,True,1.0,Accuracy
3.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,2.0,0.5,44.0,1.0,0.0,0.0,0.5,0,0,12.666667,2.0,0.6667,True,True,1.0,True,1.0,True,0.9,Accuracy
11.0,1.0,1.0,2.0,20.0,53.0,2.0,1.0,0.0,0.9,90.0,1.0,0.0,0.0,0.4,0,0,7.090909,2.0,0.9091,True,True,1.0,True,1.0,True,1.0,Accuracy
5.0,3.0,0.0,25.0,32.0,0.0,2.0,23.0,4.0,0.25,269.0,1.0,1.0,0.933333,0.333333,1,4,52.6,5.0,1.8,True,True,1.0,True,1.0,True,1.0,Accuracy
10.0,3.0,0.0,20.0,54.0,11.0,2.0,20.0,8.0,0.874074,936.0,1.0,0.0,0.8695649999999999,0.24285700000000002,3,9,91.1,32.0,5.9,True,True,1.0,True,1.0,True,1.0,Accuracy
1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,12.0,0.0,0.0,0.0,1.0,0,0,9.0,0.0,0.0,True,True,1.0,True,1.0,True,1.0,Accuracy
11.0,5.0,0.0,16.0,23.0,37.0,3.0,13.0,10.0,0.916667,141.0,1.0,0.0,0.938776,0.225,2,5,10.727273,2.0,0.9091,True,True,1.0,True,1.0,True,1.0,Accuracy
4.0,5.0,0.0,5.0,10.0,6.0,1.0,4.0,3.0,1.333333,68.0,0.0,0.0,0.976563,0.4375,1,6,15.75,4.0,1.5,True,True,1.0,True,1.0,True,0.9,Accuracy
25.0,1.0,0.0,50.0,25.0,300.0,49.0,2.0,25.0,1.041667,28.0,0.0,0.0,0.0,0.34,0,0,0.0,1.0,1.0,True,True,1.0,True,1.0,True,1.0,Accuracy
15.0,1.0,0.0,3.0,21.0,0.0,1.0,2.0,15.0,0.628571,158.0,1.0,2.0,0.0,0.311111,0,0,9.2,2.0,0.8667,True,True,1.0,True,1.0,True,1.0,Accuracy
5.0,2.0,0.0,6.0,7.0,4.0,1.0,5.0,5.0,0.875,23.0,0.5,0.0,0.555556,0.325,0,0,3.2,1.0,0.8,True,True,1.0,True,1.0,True,1.0,Accuracy
5.0,1.0,0.0,4.0,6.0,0.0,4.0,1.0,5.0,0.6875,82.0,0.0,1.0,0.0,0.666667,0,0,13.8,0.0,0.0,True,True,1.0,True,1.0,True,1.0,Accuracy
20.0,1.0,0.0,15.0,22.0,8.0,15.0,0.0,13.0,0.552632,901.0,1.0,0.0,0.0,0.875,0,0,43.55,8.0,2.95,True,True,1.0,True,1.0,True,1.0,Accuracy
11.0,1.0,1.0,2.0,20.0,53.0,2.0,1.0,0.0,0.9,90.0,1.0,0.0,0.0,0.4,0,0,7.090909,2.0,0.9091,True,True,1.0,True,1.0,True,1.0,Accuracy
3.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,3.0,0.642857,55.0,0.0,0.0,0.0,0.666667,0,0,15.0,0.0,0.0,True,True,0.9,True,1.0,True,0.9,Accuracy
29.0,3.0,24.0,64.0,152.0,128.0,25.0,39.0,15.0,0.9326530000000001,2586.0,0.857143,4.0,0.731959,0.11428599999999994,3,11,86.965517,20.0,3.2759,True,True,1.0,True,1.0,True,1.0,Accuracy
5.0,4.0,0.0,17.0,19.0,10.0,0.0,17.0,5.0,2.0,85.0,0.0,0.0,0.96,0.333333,3,12,16.0,2.0,1.2,True,True,1.0,True,1.0,True,1.0,Accuracy
5.0,5.0,0.0,8.0,8.0,10.0,3.0,5.0,4.0,1.25,58.0,0.0,0.0,0.976563,0.45,1,4,10.4,4.0,1.2,True,True,1.0,True,1.0,True,1.0,Accuracy
9.0,3.0,0.0,22.0,44.0,36.0,11.0,12.0,8.0,1.1,346.0,0.8,0.0,0.8139529999999999,0.44444399999999995,1,5,36.888889,18.0,3.0,True,True,1.0,True,1.0,True,1.0,Accuracy
22.0,1.0,0.0,2.0,56.0,139.0,1.0,1.0,22.0,0.6825399999999999,432.0,1.0,0.0,0.0,0.266234,0,0,18.363636,9.0,1.7727,True,True,1.0,True,1.0,True,1.0,Accuracy
9.0,2.0,0.0,4.0,24.0,0.0,0.0,4.0,9.0,0.625,109.0,1.0,2.0,0.6190479999999999,0.288889,1,6,10.777778,3.0,1.2222,True,True,1.0,True,1.0,True,1.0,Accuracy
1.0,5.0,3.0,7.0,2.0,0.0,6.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,0,0,3.0,0.0,0.0,True,True,0.9,True,0.7,True,0.9,Accuracy
27.0,4.0,2.0,21.0,53.0,257.0,8.0,15.0,23.0,0.82906,456.0,0.555556,4.0,0.7475729999999999,0.138889,1,4,15.555556,5.0,1.6667,True,True,1.0,True,1.0,True,1.0,Accuracy
3.0,2.0,0.0,3.0,5.0,3.0,1.0,2.0,0.0,2.0,24.0,0.0,0.0,0.5,0.555556,0,0,7.0,2.0,1.3333,False,False,0.0,False,0.0,False,0.0,Accuracy
13.0,1.0,0.0,5.0,49.0,64.0,3.0,2.0,0.0,0.916667,699.0,0.833333,0.0,0.0,0.3125,0,0,52.307691999999996,16.0,2.4615,True,True,1.0,True,1.0,True,1.0,Accuracy
3.0,3.0,0.0,7.0,7.0,3.0,2.0,5.0,3.0,1.5,26.0,0.0,0.0,0.9534879999999999,0.555556,1,1,7.3333330000000005,1.0,0.6667,True,True,1.0,True,1.0,True,1.0,Accuracy
2.0,4.0,0.0,17.0,25.0,1.0,1.0,16.0,2.0,2.0,137.0,0.0,0.0,0.9870129999999999,0.625,2,3,67.5,9.0,4.5,True,True,1.0,True,1.0,True,1.0,Accuracy
7.0,2.0,0.0,6.0,29.0,0.0,6.0,0.0,6.0,0.666667,235.0,1.0,0.0,0.8,0.428571,1,2,32.0,3.0,2.1429,True,True,1.0,True,1.0,True,1.0,Accuracy
7.0,5.0,0.0,5.0,18.0,0.0,1.0,4.0,7.0,0.583333,116.0,0.0,0.0,0.978417,0.28571399999999997,3,14,15.285714000000002,1.0,0.4286,True,True,1.0,True,1.0,True,1.0,Accuracy
1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,10.0,0.0,0.0,0.0,1.0,0,0,3.0,0.0,0.0,True,True,1.0,True,1.0,True,1.0,Accuracy
36.0,1.0,0.0,8.0,102.0,0.0,1.0,8.0,33.0,0.8482139999999999,931.0,0.9375,2.0,0.0,0.176623,0,0,24.416667,7.0,1.1944,True,True,1.0,True,1.0,True,1.0,Accuracy
7.0,1.0,0.0,25.0,49.0,5.0,5.0,20.0,7.0,0.733333,321.0,1.0,4.0,0.0,0.392857,0,0,44.142857,1.0,0.8571,True,True,1.0,True,1.0,True,1.0,Accuracy
13.0,1.0,5.0,43.0,14.0,78.0,40.0,13.0,13.0,2.0,40.0,0.0,0.0,0.0,0.203297,0,0,2.076923,1.0,0.9231,True,True,1.0,True,1.0,True,1.0,Accuracy
15.0,1.0,0.0,24.0,44.0,43.0,13.0,12.0,14.0,0.8888889999999999,582.0,0.8888889999999999,1.0,0.0,0.2,0,0,37.2,4.0,1.9333,True,True,1.0,True,1.0,True,1.0,Accuracy
3.0,3.0,0.0,4.0,4.0,3.0,0.0,4.0,3.0,1.5,10.0,0.0,0.0,0.95,0.5,1,6,2.0,1.0,0.6667,True,True,1.0,True,0.9,True,1.0,Accuracy
18.0,3.0,0.0,45.0,93.0,89.0,6.0,44.0,11.0,0.813725,946.0,1.0,1.0,0.767123,0.188889,2,9,51.222221999999995,24.0,5.8333,True,True,1.0,True,1.0,True,1.0,Accuracy
56.0,2.0,1.0,22.0,84.0,714.0,15.0,7.0,56.0,0.779221,840.0,0.714286,1.0,0.363636,0.16071400000000002,1,4,13.875,9.0,1.5714,True,True,1.0,True,1.0,True,1.0,Accuracy
10.0,1.0,0.0,6.0,31.0,3.0,1.0,6.0,0.0,0.611111,806.0,0.5,3.0,0.0,0.3125,0,0,79.0,11.0,2.8,True,True,1.0,True,1.0,True,0.9,Accuracy
5.0,4.0,0.0,15.0,31.0,10.0,3.0,12.0,5.0,1.25,173.0,0.0,0.0,0.9819,0.4,4,7,33.4,1.0,0.8,True,True,1.0,True,1.0,True,1.0,Accuracy
7.0,2.0,0.0,5.0,31.0,13.0,2.0,3.0,6.0,0.777778,143.0,1.0,2.0,0.85,0.28571399999999997,1,2,19.0,2.0,1.0,True,True,1.0,True,1.0,True,1.0,Accuracy
28.0,1.0,0.0,54.0,49.0,268.0,50.0,4.0,28.0,0.641975,742.0,0.666667,0.0,0.0,0.28571399999999997,1,1,25.285714000000002,9.0,1.4286,True,True,1.0,True,1.0,True,1.0,Accuracy
3.0,1.0,0.0,13.0,17.0,3.0,6.0,7.0,1.0,1.0,132.0,1.0,0.0,0.0,0.5,0,0,42.666667,6.0,2.0,True,True,1.0,True,1.0,True,1.0,Accuracy
2.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,229.0,0.0,0.0,0.974359,1.0,0,0,113.5,1.0,0.5,True,True,1.0,True,1.0,True,1.0,Accuracy
4.0,3.0,0.0,1.0,15.0,6.0,0.0,1.0,3.0,1.333333,2120.0,0.0,0.0,0.9268290000000001,0.333333,0,0,495.5,2.0,1.0,True,True,1.0,True,1.0,True,1.0,Accuracy
12.0,1.0,0.0,1.0,26.0,0.0,1.0,0.0,0.0,0.681818,365.0,0.5,2.0,0.0,0.409091,0,0,28.583333000000003,10.0,2.5,False,True,0.9,True,1.0,True,1.0,Accuracy
7.0,3.0,0.0,24.0,34.0,0.0,1.0,23.0,7.0,0.0,168.0,1.0,1.0,0.934211,0.28571399999999997,2,7,22.857143,2.0,1.1429,True,True,1.0,True,1.0,True,1.0,Accuracy
4.0,3.0,0.0,1.0,15.0,6.0,0.0,1.0,3.0,1.333333,2120.0,0.0,0.0,0.9268290000000001,0.333333,0,0,495.5,2.0,1.0,True,True,1.0,True,1.0,True,1.0,Accuracy
6.0,1.0,0.0,8.0,18.0,0.0,3.0,7.0,5.0,0.4,162.0,0.5,1.0,0.0,0.458333,0,0,25.666667,4.0,1.6667,True,True,1.0,True,1.0,True,1.0,Accuracy
2.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,2.0,374.0,0.0,0.0,0.974359,1.0,0,0,186.0,1.0,0.5,True,True,1.0,True,1.0,True,1.0,Accuracy
9.0,1.0,0.0,11.0,9.0,36.0,10.0,1.0,9.0,2.0,9.0,0.0,0.0,0.0,0.333333,0,0,0.0,1.0,1.0,True,True,1.0,True,1.0,True,1.0,Accuracy
31.0,4.0,0.0,10.0,59.0,117.0,1.0,10.0,29.0,0.606667,831.0,0.4,0.0,0.802721,0.150538,4,20,25.645160999999998,14.0,2.9355,True,True,1.0,True,1.0,True,1.0,Accuracy
